,0
dm,697
please,526
check,326
hi,302
hello,298
kindly,258
via,254
account,234
please check,203
money,179
check dm,170
via dm,154
detail,151
help,146
feedback,144
sorry,141
bank,126
provide,110
get,102
apologize,102
transfer,101
time,99
reaching,96
dm help,94
detail via,93
link,91
thank,91
transaction,91
charge,91
click,90
click link,89
provide detail,88
access,87
accessbank_help,86
link provide,86
via accessbank_help,86
accessbank_help dm,86
number,85
thanks,84
kindly click,83
accessbank,78
responded,78
kindly check,72
dm please,71
account number,69
wait,69
back,68
reply,67
response,67
levy,65
okhai,64
sent,64
electronic,63
wait time,63
stamp duty,62
duty,62
stamp,62
debit,61
message,61
caused,60
debited,59
complaint,59
asap,58
inconvenience,57
transfer levy,57
thank reaching,54
pls,53
cece,52
money transfer,50
provided,50
sam,49
right,49
electronic money,49
received,48
dm cece,47
since,47
issue,46
access bank,46
apologize wait,46
dear,45
hello thanks,43
day,43
duty charge,42
app,42
dm feedback,42
thanks reaching,41
yet,40
reply dm,39
customer,38
one,38
guy,36
send,36
bear,36
dm okhai,36
replied,36
still,35
need,34
simi,34
todah,34
go,34
ginnicks,34
want,34
apologize inconvenience,33
assist,33
respond,33
mazi,33
see,33
hi apologize,32
atm,32
know,31
branch,31
debz,31
please bear,31
responded dm,30
advised via,30
card,30
advised,30
dm kindly,30
soon,30
people,30
sess,29
got,29
made,29
back asap,29
every,28
asap sam,28
time please,28
viki,28
share,28
feedback provided,28
assured,27
care,27
caused please,27
explain,27
fund,25
check feedback,25
good,25
ady,25
bet,25
fgn,25
would,25
experience,24
soma,24
learn,24
communicated,24
inconvenience caused,24
cbn,24
enable,23
please dm,23
amount,23
reverse,23
th,23
sed,23
done,23
julz,23
get right,23
replied dm,22
sorted,22
help okhai,22
understand,22
week,22
god,22
status,22
sorry learn,22
going,22
responding,22
full,21
failed,21
ella,21
resolved,21
dm ady,21
stress,21
alert,21
till,21
right get,21
right back,21
addressed,21
sent dm,21
like,20
already,20
reaching kindly,20
jem,19
send dm,19
new,19
use,19
issue account,19
check debz,19
sorry experience,19
airtime,19
responded via,19
service,19
stress caused,19
hear,18
yesterday,18
oo,18
toria,18
let,18
reversed,18
alright,18
communicated via,18
ayubs,18
provided via,18
full detail,18
working,18
last,18
make,18
dm full,17
message received,17
sammy,17
refund,17
detail issue,17
morning,17
reaching right,17
respond dm,17
reaching please,17
date,17
get back,17
status complaint,17
inconvenience please,17
please explain,17
hello sorry,17
complaint communicated,16
experience feedback,16
caused todah,16
experienced,16
request,16
hour,16
name,16
number get,16
please share,16
charged,16
na,16
ngn,16
mobile,16
money back,16
feedback status,16
sorry stress,16
pete,16
discomfort,15
sorry inconvenience,15
reverse money,15
fgn electronic,15
response provided,15
without,15
please reply,15
check response,15
gracey,15
another,15
delayed,15
sorry wait,15
using,15
also,15
nothing,15
una,15
responding every,14
take,14
reversal,14
credited,14
successful,14
bringing,14
see dm,14
attend,14
challenge,14
narration,14
ur,14
mobile app,14
confirm,14
payment,14
dm apologize,14
dm responded,13
kindly reply,13
apology,13
feedback viki,13
provided sed,13
thank bringing,13
debit alert,13
temiday,13
reaching sorry,13
dey,13
close,13
look,13
sincerely,13
soon please,13
tell,13
error,13
even,13
really,13
delayed response,13
kindly send,13
sorry delayed,12
said,12
dami,12
sake,12
review,12
deeply,12
debited account,12
deeply sorry,12
alright check,12
eben,12
atm card,12
dm assist,12
balance,12
today,12
learn kindly,12
waiting,12
hi sorry,12
attention,12
naira,12
chrissy,12
diamond,12
sincerely apologize,12
dm account,12
phone,12
may,12
sort,12
feedback sess,12
check ginnicks,12
something,12
urgent,11
however,11
responded please,11
hello apologize,11
hello replied,11
message please,11
inflow,11
care please,11
march,11
provide account,11
bal,11
tizzy,11
po,11
every message,11
deducted,11
receive,11
never,11
discomfort caused,11
number via,10
check jem,10
reason,10
feedback sent,10
borrow,10
sent please,10
time assured,10
thing,10
hang,10
happened,10
engage,10
electronic transfer,10
please send,10
bank account,10
ur dm,10
received get,10
please assured,10
please see,10
god sake,10
formerly,10
inflow account,10
please attend,10
fix,10
allow,10
tried,10
called,10
please provide,10
always,10
mind,9
levy formerly,9
let know,9
stop,9
show,9
getting,9
hello thank,9
dm received,9
lagos,9
dm detail,9
ja,9
hi temiday,9
say,9
made transfer,9
share account,9
delete,9
keep,9
tweet,9
dem,9
debit account,9
sent message,9
feedback ayubs,9
get soon,9
help eben,9
advice,9
pay,9
replied please,9
please help,9
bet ja,9
approved,9
used,9
refund money,9
bal ngn,9
way,9
working day,9
month,9
line,8
got debited,8
act,8
mail,8
touch,8
long,8
immediately,8
dm addressed,8
ready,8
complain,8
reahcing,8
back th,8
however feedback,8
borrow please,8
borrowing,8
borrowing money,8
bought,8
bringing attention,8
buying,8
buying time,8
called stamp,8
hi thank,8
yet get,8
recharge,8
hi responding,8
making,8
ayoarloh,8
give,8
last days,8
th working,8
feedback soma,8
feedback simi,8
applies,8
applies inflow,8
fee,8
thanks reahcing,8
kind,8
th march,8
form,8
worst,8
explanation,8
pleasee,8
january,8
amp,8
please hang,8
pls reverse,8
fund reversed,8
sorry discomfort,8
almost,8
end,8
attend pleasee,8
time last,8
emergency borrowing,8
emergency,8
please absolute,8
ago,8
cbn approved,8
please kindly,8
check replied,8
customer care,8
rest,8
charge applies,8
response however,8
trying,8
challenge experienced,8
charge charge,8
absolute emergency,8
days,8
days borrow,8
acc,8
reply ur,8
hi electronic,8
complaint resolved,8
resolve,8
revert,8
uba,8
code,8
charge debit,8
day god,8
check responded,8
close account,8
come,8
money buying,8
money account,8
absolute,8
explain stamp,7
betfare sportpesa,7
bear julz,7
sorry please,7
betfare,7
pawabet,7
loan,7
inconvenience pete,7
charge understand,7
explain charge,7
account weekly,7
charge transaction,7
bet betting,7
account yesterday,7
dm hear,7
xbet,7
ask,7
finance,7
pawabet betoftheday,7
soon sincerely,7
total,7
gambling,7
weekly debited,7
credit,7
available,7
weekly,7
postal,7
enable assist,7
eaglepredict xbet,7
eaglepredict,7
advise,7
help pete,7
postal stamp,7
sorry hear,7
gambling fideltybank,7
assured respond,7
ja accessbank,7
letter,7
kindly share,7
addressed please,7
cbn simi,7
levy new,7
dm toria,7
update,7
profile,7
narration fgn,7
narration stamp,7
betking,7
since yesterday,7
notice,7
love,7
useless,7
gtb,7
sportpesa,7
account detail,7
sportpesa nff,7
ussd,7
account debited,7
uba gtb,7
betking sportybet,7
nff,7
nff nfl,7
sportybet,7
nfl,7
sportybet eaglepredict,7
nfl bet,7
security,7
yesterday narration,7
first,7
delay,7
debit narration,7
someone,7
deduction,7
hear soon,7
finance act,7
accessbank uba,7
caused kindly,7
apologize discomfort,7
fgn transfer,7
fideltybank,7
fideltybank pawabet,7
winnersgoldenbet betfare,7
bet winnersgoldenbet,7
approved charge,7
directed cbn,7
new debit,7
directed,7
betoftheday betking,7
charge postal,7
betting,7
betting gambling,7
transaction julz,7
ready help,7
account directed,7
charge cbn,7
follow,7
bought airtime,7
gtb bet,7
formerly called,7
winnersgoldenbet,7
betoftheday,7
failed transaction,7
please respond,6
country,6
feedback via,6
pls check,6
kindly help,6
enable access,6
mind sharing,6
rest assured,6
emt levy,6
please need,6
emt,6
return,6
get please,6
required,6
please let,6
please informed,6
since saturday,6
okay,6
please fix,6
co,6
min,6
till date,6
amt,6
thanks getting,6
worry,6
responding message,6
first bank,6
assured dm,6
please want,6
twice,6
two,6
assured feedback,6
ngn dr,6
abc branch,6
amt ngn,6
annoying,6
time kindly,6
time avail,6
person,6
hello please,6
register,6
handle,6
recall,6
dear please,6
hr,6
id,6
transaction failed,6
transaction detail,6
business,6
money deducted,6
year,6
dm ella,6
avail,6
beneficiary,6
important,6
bringing notice,6
sending,6
remain,6
access app,6
saturday,6
hello ayoarloh,6
transferred,6
outside,6
one fgn,6
screenshot,6
received rest,6
meaning,6
hi thanks,6
call,6
deposit,6
debit amt,6
change,6
desc,6
acc desc,6
several,6
dr,6
levy please,6
shortly,6
drop,6
sharing,6
dr acc,6
back sam,6
help sam,6
getting touch,6
nothing done,6
problem,6
tired,6
abc,6
informed,6
info,6
time soma,6
dm sammy,6
bank app,6
avail bal,6
provide feedback,6
dm simi,6
provided please,6
yet reflect,5
already going,5
hello dm,5
advice ginnicks,5
