,0
uba,1141
bank,225
uba bank,134
please,112
account,87
sir,85
help,74
de,66
app,60
god,59
bless,57
thanks,57
bos,56
money,56
na,55
go,46
need,46
god bless,43
la,38
pls,35
dey,35
bura,34
bura uba,34
allah,32
always,32
name,32
done,31
thank,31
mobile,31
johntechthepunter,30
one,29
get,29
le,28
da,28
following,28
johntechthepunter johntechthepunter,27
school,27
good,26
today,26
mobile app,26
et,26
may,25
like,25
please help,24
uba mobile,24
oo,24
bet,24
sur,24
detail,24
people,24
since,23
see,23
time,23
uba god,22
first,22
au,22
even,22
abeg,21
week,21
uba thanks,20
anything,20
nigeria,20
know,20
let,19
follow,19
bank uba,19
engage,19
ba,19
hope,19
birthday,19
transaction,19
number,19
tony,18
make,18
olalekan,18
fee,18
cash,18
ogundele,18
olalekan uba,18
ogundele olalekan,18
small,17
new,17
vous,17
happy,17
still,17
job,17
really,17
much,17
could,17
application,17
un,16
use,16
man,16
acct,16
th,16
sha,16
africa,16
win,16
andy uba,16
andy,16
day,16
ya,16
du,15
tony elumelu,15
pour,15
en,15
card,15
team,15
elumelu,15
bless sir,15
nouvelle,15
need money,15
blessed,15
light,15
ne,15
jar,15
jar uba,15
come,15
account number,14
say,14
ubamobileapp,14
access,14
back,14
ka,14
anambra,14
life,14
never,14
state,14
de uba,13
believe,13
amount,13
last,13
give,13
yan,13
ifbk,13
house,13
account detail,12
want,12
light name,12
could blessed,12
may lord,12
name hope,12
made,12
hope could,12
lord light,12
lord,12
onumba christopher,12
always engage,12
bro,12
charles,12
christopher uba,12
sha allah,12
christopher,12
onumba,12
istandwithandyuba,12
notification,12
africasglobalbank,12
la nouvelle,12
service,12
store,12
senator,12
charles uba,11
customer,11
morning,11
enaruna,11
enaruna charles,11
well,11
uwa,11
abubakar,11
tweet,11
via,11
kindly,11
est,11
without,11
kutumar,11
kutumar uba,11
banking,11
gtb,11
dan,11
please sir,11
pay,11
support,11
pray,11
guy,11
plc,10
pick,10
nothing,10
also,10
ja,10
bn,10
rent,10
march,10
school fee,10
active,10
lucky,10
link,10
open,10
lagos,10
kuma,10
kai,10
payment,10
ayomide,10
going,10
cash please,10
fbk,10
ifeanyi,10
business,10
student,10
happy birthday,10
amp,10
issue,10
bank africa,10
anything cash,10
best,9
bet ja,9
baba,9
ur,9
blessed uba,9
